41838384 frame.time_delta,frame.len,ip.proto,ip.len,ip.ttl,tcp.len,tcp.window_size,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
25096918 0.000536350,150,6,136,64,96,6779,22,52514,,
25097941 0.000028691,118,6,104,64,64,6779,22,52514,,
25098971 0.000064177,102,6,88,64,48,6779,22,52514,,
25100238 0.000048270,102,6,88,64,48,6779,22,52514,,
25101374 0.000128815,60,6,40,125,0,8210,52514,22,,
25102391 0.000060830,60,6,40,125,0,8209,52514,22,,
25103415 0.001037969,230,6,216,64,176,6779,22,52514,,
25104505 0.000028593,150,6,136,64,96,6779,22,52514,,
25105638 0.000209440,60,6,40,125,0,8208,52514,22,,
25106634 0.000544433,182,6,168,64,128,6779,22,52514,,
25107602 0.000066900,150,6,136,64,96,6779,22,52514,,
25108765 0.000181500,60,6,40,125,0,8207,52514,22,,
25109936 0.014330449,60,6,40,125,0,8212,52679,22,,
25110959 0.466634320,102,6,88,64,48,2618,22,52679,,
25112104 0.044338165,60,6,40,125,0,8212,52679,22,,
25113286 0.176678386,83,,,,,,,,,
25114410 0.290615111,102,6,88,64,48,2618,22,52679,,
25115448 0.008711657,198,6,184,64,144,6779,22,52514,,
25116437 0.000793061,230,6,216,64,176,6779,22,52514,,
25117630 0.000246228,60,6,40,125,0,8212,52514,22,,
25118817 0.000670435,150,6,136,64,96,6779,22,52514,,
25119978 0.000040040,118,6,104,64,64,6779,22,52514,,
25121074 0.000064392,102,6,88,64,48,6779,22,52514,,
25122246 0.000046236,102,6,88,64,48,6779,22,52514,,
25123471 0.000274221,60,6,40,125,0,8211,52514,22,,
25124535 0.001009163,214,6,200,64,160,6779,22,52514,,
25125665 0.000058515,150,6,136,64,96,6779,22,52514,,
25126833 0.000176466,60,6,40,125,0,8210,52514,22,,
25128097 0.000537922,182,6,168,64,128,6779,22,52514,,
25129211 0.000077717,150,6,136,64,96,6779,22,52514,,
25130214 0.000174549,150,6,136,125,96,8210,52514,22,,
25131385 0.000055703,102,6,88,64,48,6779,22,52514,,
25132479 0.000078156,150,6,136,125,96,8209,52514,22,,
25133481 0.000040393,102,6,88,64,48,6779,22,52514,,
25134496 0.000166598,60,6,40,125,0,8209,52514,22,,
25135620 0.031499805,60,6,40,125,0,8212,52679,22,,
25136811 0.471227582,118,6,104,64,64,2618,22,52679,,
25137839 0.055335985,60,6,40,125,0,8211,52679,22,,
25138788 0.127415289,83,,,,,,,,,
25140118 0.315843300,198,6,184,64,144,6779,22,52514,,
25141362 0.000665170,230,6,216,64,176,6779,22,52514,,
25142393 0.000235019,60,6,40,125,0,8208,52514,22,,
25143396 0.000297581,150,6,136,64,96,6779,22,52514,,
29135789 0.000045918,166,6,152,64,112,6779,22,52514,,
29136955 0.000077360,102,6,88,64,48,6779,22,52514,,
29138440 0.000112822,60,6,40,125,0,8207,52514,22,,
29139586 0.000946312,230,6,216,64,176,6779,22,52514,,
29140708 0.000034639,150,6,136,64,96,6779,22,52514,,
29141924 0.000257237,60,6,40,125,0,8212,52514,22,,
29143308 0.000465935,182,6,168,64,128,6779,22,52514,,
29144347 0.000060483,150,6,136,64,96,6779,22,52514,,
29145432 0.000308310,60,6,40,125,0,8211,52514,22,,
29146755 0.005889033,102,6,88,64,48,2618,22,52679,,
29148084 0.043617340,60,6,40,125,0,8211,52679,22,,
29149168 0.468973529,102,6,88,64,48,2618,22,52679,,
29150324 0.044131580,60,6,40,125,0,8211,52679,22,,
29151672 0.109579234,83,,,,,,,,,
29152842 0.329372781,198,6,184,64,144,6779,22,52514,,
29153910 0.000565628,230,6,216,64,176,6779,22,52514,,
29155023 0.000238227,60,6,40,125,0,8210,52514,22,,
29156393 0.000461120,150,6,136,64,96,6779,22,52514,,
29157481 0.000026771,166,6,152,64,112,6779,22,52514,,
29158540 0.000081468,102,6,88,64,48,6779,22,52514,,
29159676 0.000123377,60,6,40,125,0,8209,52514,22,,
29161000 0.001121381,150,6,136,64,96,6779,22,52514,,
29162078 0.000043212,134,6,120,64,80,6779,22,52514,,
29163139 0.000015502,150,6,136,64,96,6779,22,52514,,
29164440 0.000218328,60,6,40,125,0,8208,52514,22,,
29165667 0.000647678,182,6,168,64,128,6779,22,52514,,
29166716 0.000061147,150,6,136,64,96,6779,22,52514,,
29167782 0.000197273,60,6,40,125,0,8207,52514,22,,
29169059 0.000427207,246,6,232,125,192,8207,52514,22,,
29170208 0.000074825,150,6,136,64,96,6779,22,52514,,
29171223 0.024270786,102,6,88,64,48,2618,22,52679,,
29172291 0.029974234,60,6,40,125,0,8207,52514,22,,
29173591 0.015588661,60,6,40,125,0,8211,52679,22,,
29174787 0.466746052,118,6,104,64,64,2618,22,52679,,
29175868 0.046125922,60,6,40,125,0,8211,52679,22,,
29177010 0.072421521,83,,,,,,,,,
29178258 0.345966227,198,6,184,64,144,6779,22,52514,,
29179329 0.000571520,230,6,216,64,176,6779,22,52514,,
29180322 0.000234871,60,6,40,125,0,8212,52514,22,,
29181347 0.000454010,150,6,136,64,96,6779,22,52514,,
29182515 0.000028280,166,6,152,64,112,6779,22,52514,,
29183567 0.000087071,102,6,88,64,48,6779,22,52514,,
29184552 0.000175855,60,6,40,125,0,8211,52514,22,,
29185643 0.000926533,150,6,136,64,96,6779,22,52514,,
29186855 0.000031134,134,6,120,64,80,6779,22,52514,,
29188021 0.000047924,150,6,136,64,96,6779,22,52514,,
29189114 0.000175329,60,6,40,125,0,8210,52514,22,,
29190168 0.000000026,60,6,40,125,0,8210,52514,22,,
29191370 0.000667718,182,6,168,64,128,6779,22,52514,,
29192405 0.000080417,150,6,136,64,96,6779,22,52514,,
29193518 0.000194192,60,6,40,125,0,8209,52514,22,,
29194520 0.043303388,102,6,88,64,48,2618,22,52679,,
29195664 0.046658852,60,6,40,125,0,8210,52679,22,,
29196794 0.465947649,102,6,88,64,48,2618,22,52679,,
29197812 0.047159861,60,6,40,125,0,8210,52679,22,,
29198805 0.036502158,83,,,,,,,,,
29200099 0.362062193,182,6,168,64,128,6779,22,52514,,
29201204 0.000591680,166,6,152,64,112,6779,22,52514,,
29202246 0.000032011,118,6,104,64,64,6779,22,52514,,
29203296 0.000182623,60,6,40,125,0,8208,52514,22,,
29204534 0.000422057,150,6,136,64,96,6779,22,52514,,
29205567 0.000026959,102,6,88,64,48,6779,22,52514,,
29206599 0.000053412,118,6,104,64,64,6779,22,52514,,
29207560 0.000115359,60,6,40,125,0,8207,52514,22,,
29208901 0.000029600,102,6,88,64,48,6779,22,52514,,
29210039 0.000024929,60,6,40,125,0,8207,52514,22,,
29211107 0.000974943,134,6,120,64,80,6779,22,52514,,
29212189 0.000114698,134,6,120,64,80,6779,22,52514,,
29213426 0.000011174,150,6,136,64,96,6779,22,52514,,
29214562 0.000124780,60,6,40,125,0,8207,52514,22,,
29215590 0.000057631,60,6,40,125,0,8212,52514,22,,
29216755 0.000560530,182,6,168,64,128,6779,22,52514,,
29218002 0.000027761,150,6,136,125,96,8212,52514,22,,
29219030 0.000118484,150,6,136,125,96,8212,52514,22,,
29220210 0.000035078,54,6,40,64,0,6779,22,52514,,
29221357 0.000005962,198,6,184,64,144,6779,22,52514,,
29222479 0.000023458,102,6,88,64,48,6779,22,52514,,
29223532 0.000215256,60,6,40,125,0,8211,52514,22,,
29224723 0.062065722,102,6,88,64,48,2618,22,52679,,
29225930 0.048980144,60,6,40,125,0,8210,52679,22,,
29227045 0.463691252,102,6,88,64,48,2618,22,52679,,
29228215 0.046913307,60,6,40,125,0,8210,52679,22,,
29229353 0.004077694,83,,,,,,,,,
29230512 0.003089536,107,,,,,,,,5353,5353
29231558 0.000000024,87,17,73,255,,,,,5353,5353
29232746 0.372353547,198,6,184,64,144,6779,22,52514,,
29233808 0.000696612,246,6,232,64,192,6779,22,52514,,
29234960 0.000241081,60,6,40,125,0,8209,52514,22,,
29236227 0.000534775,150,6,136,64,96,6779,22,52514,,
29237416 0.000037914,166,6,152,64,112,6779,22,52514,,
29238478 0.000058287,102,6,88,64,48,6779,22,52514,,
29239671 0.000180044,60,6,40,125,0,8209,52514,22,,
29240805 0.001153458,150,6,136,64,96,6779,22,52514,,
29241917 0.000030104,134,6,120,64,80,6779,22,52514,,
29242936 0.000054268,150,6,136,64,96,6779,22,52514,,
29244246 0.000171941,60,6,40,125,0,8208,52514,22,,
33739537 0.000053202,60,6,40,125,0,8207,52514,22,,
33740932 0.000460213,182,6,168,64,128,6779,22,52514,,
33742058 0.000082883,150,6,136,64,96,6779,22,52514,,
33743092 0.000201611,60,6,40,125,0,8207,52514,22,,
33744360 0.081347105,118,6,104,64,64,2618,22,52679,,
33745708 0.045794417,60,6,40,125,0,8210,52679,22,,
33746807 0.469901332,118,6,104,64,64,2618,22,52679,,
33747836 0.012453508,83,,,,,,,,,
33749080 0.029886875,60,6,40,125,0,8209,52679,22,,
33750333 0.362176671,198,6,184,64,144,6779,22,52514,,
33751384 0.000621265,246,6,232,64,192,6779,22,52514,,
33752400 0.000219269,60,6,40,125,0,8212,52514,22,,
33753792 0.000583984,150,6,136,64,96,6779,22,52514,,
33754944 0.000031493,166,6,152,64,112,6779,22,52514,,
33756032 0.000128329,102,6,88,64,48,6779,22,52514,,
33757131 0.000147080,60,6,40,125,0,8211,52514,22,,
33758534 0.001023254,150,6,136,64,96,6779,22,52514,,
33759551 0.000037243,134,6,120,64,80,6779,22,52514,,
33760691 0.000004526,150,6,136,64,96,6779,22,52514,,
33761900 0.000230944,60,6,40,125,0,8210,52514,22,,
33763242 0.000773239,182,6,168,64,128,6779,22,52514,,
33764275 0.000037802,166,6,152,64,112,6779,22,52514,,
33765339 0.000049357,166,6,152,64,112,6779,22,52514,,
33766584 0.000255353,150,6,136,125,96,8210,52514,22,,
33767878 0.000073017,102,6,88,64,48,6779,22,52514,,
33768942 0.000008311,150,6,136,125,96,8210,52514,22,,
33770003 0.000023803,102,6,88,64,48,6779,22,52514,,
33771202 0.000108068,60,6,40,125,0,8209,52514,22,,
33772378 0.000055111,60,6,40,125,0,8208,52514,22,,
33773449 0.054359566,60,6,40,125,0,8208,52514,22,,
33774435 0.044702004,102,6,88,64,48,2618,22,52679,,
33775648 0.045680244,60,6,40,125,0,8209,52679,22,,
33776937 0.447896075,83,,,,,,,,,
33778011 0.018907287,102,6,88,64,48,2618,22,52679,,
33779068 0.043894650,60,6,40,125,0,8209,52679,22,,
33780376 0.345663552,198,6,184,64,144,6779,22,52514,,
33781564 0.000656329,214,6,200,64,160,6779,22,52514,,
33782616 0.000208898,60,6,40,125,0,8207,52514,22,,
33783631 0.000623264,150,6,136,64,96,6779,22,52514,,
33784926 0.000039315,166,6,152,64,112,6779,22,52514,,
33786054 0.000081612,102,6,88,64,48,6779,22,52514,,
33787136 0.000134197,60,6,40,125,0,8212,52514,22,,
33788272 0.001109341,230,6,216,64,176,6779,22,52514,,
33789588 0.000047696,150,6,136,64,96,6779,22,52514,,
33790708 0.000209495,60,6,40,125,0,8211,52514,22,,
33791727 0.000574293,182,6,168,64,128,6779,22,52514,,
33792931 0.000142526,150,6,136,64,96,6779,22,52514,,
33794223 0.000119376,60,6,40,125,0,8210,52514,22,,
33795351 0.041072521,60,6,40,125,0,8210,52514,22,,
33796285 0.053908938,60,,,,,,,,,
33797487 0.022979164,102,6,88,64,48,2618,22,52679,,
33798838 0.043449238,60,6,40,125,0,8209,52679,22,,
33799978 0.417742114,83,,,,,,,,,
33800974 0.051153814,102,6,88,64,48,2618,22,52679,,
33802142 0.042781023,60,6,40,125,0,8209,52679,22,,
33803298 0.328218240,198,6,184,64,144,6779,22,52514,,
33804279 0.000774508,246,6,232,64,192,6779,22,52514,,
33805346 0.000267409,60,6,40,125,0,8209,52514,22,,
33806595 0.000495673,150,6,136,64,96,6779,22,52514,,
33807752 0.000031307,166,6,152,64,112,6779,22,52514,,
33808849 0.000163559,102,6,88,64,48,6779,22,52514,,
33809955 0.000080921,60,6,40,125,0,8208,52514,22,,
33811183 0.001267350,230,6,216,64,176,6779,22,52514,,
33812352 0.000037751,150,6,136,64,96,6779,22,52514,,
33813443 0.000203999,60,6,40,125,0,8207,52514,22,,
33814466 0.000456045,182,6,168,64,128,6779,22,52514,,
33815673 0.000139565,150,6,136,64,96,6779,22,52514,,
33816893 0.000113444,60,6,40,125,0,8212,52514,22,,
33817973 0.002080534,150,6,136,125,96,8212,52514,22,,
33819018 0.000073684,150,6,136,125,96,8212,52514,22,,
33820276 0.000072934,54,6,40,64,0,6779,22,52514,,
33821419 0.000081907,150,6,136,64,96,6779,22,52514,,
33822412 0.041587532,60,6,40,125,0,8211,52514,22,,
33823471 0.092802662,102,6,88,64,48,2618,22,52679,,
33824613 0.042641836,60,6,40,125,0,8208,52679,22,,
33825781 0.383507803,83,,,,,,,,,
33826759 0.086233580,118,6,104,64,64,2618,22,52679,,
33827936 0.042080587,60,6,40,125,0,8208,52679,22,,
33829177 0.310404314,198,6,184,64,144,6779,22,52514,,
33830258 0.000659427,230,6,216,64,176,6779,22,52514,,
33831233 0.000232405,60,6,40,125,0,8210,52514,22,,
33832238 0.000511190,150,6,136,64,96,6779,22,52514,,
33833404 0.000033047,118,6,104,64,64,6779,22,52514,,
33834521 0.000106543,150,6,136,64,96,6779,22,52514,,
33835515 0.000117415,60,6,40,125,0,8209,52514,22,,
33836521 0.001242115,230,6,216,64,176,6779,22,52514,,
33837655 0.000042857,150,6,136,64,96,6779,22,52514,,
33838744 0.000194675,60,6,40,125,0,8208,52514,22,,
33839819 0.000625335,182,6,168,64,128,6779,22,52514,,
33840929 0.000041917,102,6,88,64,48,6779,22,52514,,
33842046 0.000011524,150,6,136,64,96,6779,22,52514,,
33843158 0.000036291,102,6,88,64,48,6779,22,52514,,
33844317 0.000163298,60,6,40,125,0,8207,52514,22,,
33845334 0.045712988,60,6,40,125,0,8207,52514,22,,
33846470 0.109291908,102,6,88,64,48,2618,22,52679,,
33847523 0.041735187,60,6,40,125,0,8208,52679,22,,
33848650 0.349492030,83,,,,,,,,,
38348007 0.121065372,118,6,104,64,64,2618,22,52679,,
38349572 0.042286452,60,6,40,125,0,8208,52679,22,,
38350752 0.291911571,198,6,184,64,144,6779,22,52514,,
38352030 0.000675921,246,6,232,64,192,6779,22,52514,,
38353440 0.000231825,60,6,40,125,0,8212,52514,22,,
38354581 0.000532989,150,6,136,64,96,6779,22,52514,,
38355637 0.000027164,166,6,152,64,112,6779,22,52514,,
38357072 0.000127019,102,6,88,64,48,6779,22,52514,,
38358202 0.000079662,60,6,40,125,0,8211,52514,22,,
38359301 0.001503440,230,6,216,64,176,6779,22,52514,,
38360546 0.000056991,150,6,136,64,96,6779,22,52514,,
38361763 0.000194111,60,6,40,125,0,8210,52514,22,,
38362803 0.000699179,182,6,168,64,128,6779,22,52514,,
38363905 0.000134447,150,6,136,64,96,6779,22,52514,,
38365271 0.000089795,60,6,40,125,0,8209,52514,22,,
38366360 0.000096539,150,6,136,125,96,8209,52514,22,,
38367427 0.000048820,102,6,88,64,48,6779,22,52514,,
38368657 0.000175120,150,6,136,125,96,8209,52514,22,,
38369808 0.000074787,102,6,88,64,48,6779,22,52514,,
38370816 0.000243734,60,6,40,125,0,8209,52514,22,,
38371892 0.172217636,102,6,88,64,48,2618,22,52679,,
38373162 0.043434237,60,6,40,125,0,8208,52679,22,,
38374223 0.315662615,83,,,,,,,,,
38375219 0.157256416,102,6,88,64,48,2618,22,52679,,
38376502 0.055359417,60,6,40,125,0,8207,52679,22,,
38377663 0.256834308,198,6,184,64,144,6779,22,52514,,
38378663 0.000594398,230,6,216,64,176,6779,22,52514,,
38379802 0.000215436,60,6,40,125,0,8207,52514,22,,
38381158 0.000444682,150,6,136,64,96,6779,22,52514,,
38382228 0.000032055,118,6,104,64,64,6779,22,52514,,
38383244 0.000057248,102,6,88,64,48,6779,22,52514,,
38384597 0.000049168,102,6,88,64,48,6779,22,52514,,
38385754 0.000113846,60,6,40,125,0,8207,52514,22,,
38386798 0.000066663,60,6,40,125,0,8206,52514,22,,
38388135 0.001339449,230,6,216,64,176,6779,22,52514,,
38389492 0.000039256,150,6,136,64,96,6779,22,52514,,
38390609 0.000185149,60,6,40,125,0,8212,52514,22,,
38391726 0.000693398,182,6,168,64,128,6779,22,52514,,
38393180 0.000067853,150,6,136,64,96,6779,22,52514,,
38394301 0.000025189,102,6,88,64,48,6779,22,52514,,
38395359 0.000159033,60,6,40,125,0,8211,52514,22,,
38396689 0.191573552,102,6,88,64,48,2618,22,52679,,
38397891 0.044546480,60,6,40,125,0,8207,52679,22,,
38398952 0.279410637,83,,,,,,,,,
38400167 0.188483928,102,6,88,64,48,2618,22,52679,,
38401495 0.043892433,60,6,40,125,0,8207,52679,22,,
38402625 0.253880882,198,6,184,64,144,6779,22,52514,,
38403671 0.000487972,150,6,136,64,96,6779,22,52514,,
38405112 0.000040093,118,6,104,64,64,6779,22,52514,,
38406218 0.000158173,60,6,40,125,0,8210,52514,22,,
38407266 0.000612444,150,6,136,64,96,6779,22,52514,,
38408448 0.000035125,166,6,152,64,112,6779,22,52514,,
38409679 0.000077736,102,6,88,64,48,6779,22,52514,,
38410768 0.000087133,60,6,40,125,0,8209,52514,22,,
38411901 0.000077274,60,6,40,125,0,8209,52514,22,,
38413290 0.001056665,230,6,216,64,176,6779,22,52514,,
38414360 0.000040781,150,6,136,64,96,6779,22,52514,,
38415443 0.000198476,60,6,40,125,0,8208,52514,22,,
38416685 0.000733920,182,6,168,64,128,6779,22,52514,,
38417919 0.000058024,150,6,136,64,96,6779,22,52514,,
38418995 0.000024485,150,6,136,64,96,6779,22,52514,,
38420175 0.000174647,150,6,136,125,96,8207,52514,22,,
38421517 0.000000034,60,6,40,125,0,8206,52514,22,,
38422601 0.000086011,102,6,88,64,48,6779,22,52514,,
38423658 0.000080026,150,6,136,125,96,8206,52514,22,,
38424989 0.000029263,102,6,88,64,48,6779,22,52514,,
38426177 0.000129568,60,6,40,125,0,8212,52514,22,,
38427255 0.000056777,60,6,40,125,0,8212,52514,22,,
38428392 0.209468615,102,6,88,64,48,2618,22,52679,,
38429739 0.043499226,60,6,40,125,0,8207,52679,22,,
38430867 0.245446826,83,,,,,,,,,
38431944 0.223781979,102,6,88,64,48,2618,22,52679,,
38433372 0.042831221,60,6,40,125,0,8207,52679,22,,
38434529 0.236284294,198,6,184,64,144,6779,22,52514,,
38435546 0.000667342,230,6,216,64,176,6779,22,52514,,
38436797 0.000285166,60,6,40,125,0,8211,52514,22,,
38438083 0.000410017,150,6,136,64,96,6779,22,52514,,
38439140 0.000041872,118,6,104,64,64,6779,22,52514,,
38440131 0.000043834,102,6,88,64,48,6779,22,52514,,
38441468 0.000080446,102,6,88,64,48,6779,22,52514,,
38442648 0.000098932,60,6,40,125,0,8210,52514,22,,
38443612 0.000073109,60,6,40,125,0,8210,52514,22,,
38444860 0.001236316,230,6,216,64,176,6779,22,52514,,
38446147 0.000044338,150,6,136,64,96,6779,22,52514,,
38447270 0.000194058,60,6,40,125,0,8209,52514,22,,
38448294 0.000673586,182,6,168,64,128,6779,22,52514,,
38449619 0.000066990,150,6,136,64,96,6779,22,52514,,
38450792 0.000197868,60,6,40,125,0,8208,52514,22,,
38451836 0.228079099,102,6,88,64,48,2618,22,52679,,
38453053 0.043926825,60,6,40,125,0,8206,52679,22,,
38454328 0.212544932,83,,,,,,,,,
38455446 0.256019383,102,6,88,64,48,2618,22,52679,,
38456477 0.043904262,60,6,40,125,0,8212,52679,22,,
38457761 0.216894879,198,6,184,64,144,6779,22,52514,,
38458904 0.000593178,166,6,152,64,112,6779,22,52514,,
38459987 0.000033931,118,6,104,64,64,6779,22,52514,,
38461144 0.000223123,60,6,40,125,0,8206,52514,22,,
41934294 0.000493345,150,6,136,64,96,6779,22,52514,,
41936341 0.000030494,118,6,104,64,64,6779,22,52514,,
41937023 0.000062163,102,6,88,64,48,6779,22,52514,,
41937702 0.000060604,102,6,88,64,48,6779,22,52514,,
41938400 0.000113139,60,6,40,125,0,8212,52514,22,,
41939097 0.000000037,60,6,40,125,0,8212,52514,22,,
41939772 0.001350611,150,6,136,64,96,6779,22,52514,,
41940424 0.000030157,134,6,120,64,80,6779,22,52514,,
41941081 0.000049787,150,6,136,64,96,6779,22,52514,,
41941736 0.000234066,60,6,40,125,0,8211,52514,22,,
41942404 0.000493682,182,6,168,64,128,6779,22,52514,,
41943067 0.000081162,150,6,136,64,96,6779,22,52514,,
41943727 0.000184131,60,6,40,125,0,8210,52514,22,,
41945704 0.000223442,150,6,136,125,96,8210,52514,22,,
41949049 0.000058375,150,6,136,125,96,8210,52514,22,,
41952342 0.000004398,102,6,88,64,48,6779,22,52514,,
41955654 0.000055185,102,6,88,64,48,6779,22,52514,,
41958935 0.000221164,60,6,40,125,0,8209,52514,22,,
41962230 0.246011017,102,6,88,64,48,2618,22,52679,,
41965303 0.043827353,60,6,40,125,0,8212,52679,22,,
41968580 0.177933298,83,,,,,,,,,
41971869 0.291081261,102,6,88,64,48,2618,22,52679,,
41974945 0.042581586,60,6,40,125,0,8212,52679,22,,
41978231 0.199435394,198,6,184,64,144,6779,22,52514,,
41981541 0.000684400,230,6,216,64,176,6779,22,52514,,
41984849 0.000226604,60,6,40,125,0,8208,52514,22,,
41988124 0.000560875,150,6,136,64,96,6779,22,52514,,
41991393 0.000031360,118,6,104,64,64,6779,22,52514,,
41994599 0.000056432,102,6,88,64,48,6779,22,52514,,
41997622 0.000051038,102,6,88,64,48,6779,22,52514,,
42000929 0.000112665,60,6,40,125,0,8207,52514,22,,
42004194 0.000058081,60,6,40,125,0,8207,52514,22,,
42007459 0.001328838,150,6,136,64,96,6779,22,52514,,
42010708 0.000118292,134,6,120,64,80,6779,22,52514,,
42013771 0.000023472,150,6,136,64,96,6779,22,52514,,
42017041 0.000160400,60,6,40,125,0,8212,52514,22,,
42020345 0.000635867,182,6,168,64,128,6779,22,52514,,
42023611 0.000064704,150,6,136,64,96,6779,22,52514,,
42026899 0.000157530,60,6,40,125,0,8212,52514,22,,
42030225 0.052097419,60,6,40,125,0,8211,52514,22,,
42033572 0.213514138,102,6,88,64,48,2618,22,52679,,
42036833 0.042766617,60,6,40,125,0,8211,52679,22,,
42040092 0.143045297,83,,,,,,,,,
42043356 0.237486867,60,,,,,,,,,
42046608 0.088163567,102,6,88,64,48,2618,22,52679,,
42049714 0.043273675,60,6,40,125,0,8211,52679,22,,
42053016 0.181125334,198,6,184,64,144,6779,22,52514,,
42056069 0.000681118,230,6,216,64,176,6779,22,52514,,
42059314 0.000241103,60,6,40,125,0,8210,52514,22,,
42062321 0.000668467,150,6,136,64,96,6779,22,52514,,
42065636 0.000039985,118,6,104,64,64,6779,22,52514,,
42068777 0.000052046,150,6,136,64,96,6779,22,52514,,
42072054 0.000145698,60,6,40,125,0,8209,52514,22,,
42075096 0.001449352,230,6,216,64,176,6779,22,52514,,
42078285 0.000037686,150,6,136,64,96,6779,22,52514,,
42081591 0.000270327,60,6,40,125,0,8208,52514,22,,
42084931 0.000431753,182,6,168,64,128,6779,22,52514,,
42088215 0.000070967,150,6,136,64,96,6779,22,52514,,
42091281 0.000167870,60,6,40,125,0,8207,52514,22,,
42094270 0.001433135,150,6,136,125,96,8207,52514,22,,
42097547 0.000087667,150,6,136,125,96,8207,52514,22,,
42100888 0.000093999,54,6,40,64,0,6779,22,52514,,
42104191 0.000013533,102,6,88,64,48,6779,22,52514,,
42107499 0.000022824,102,6,88,64,48,6779,22,52514,,
42110739 0.000276631,60,6,40,125,0,8207,52514,22,,
42114026 0.282067860,102,6,88,64,48,2618,22,52679,,
42117361 0.041583683,60,6,40,125,0,8211,52679,22,,
42120642 0.111718848,83,,,,,,,,,
42123919 0.358213953,102,6,88,64,48,2618,22,52679,,
42127223 0.041783917,60,6,40,125,0,8211,52679,22,,
42130465 0.164342972,198,6,184,64,144,6779,22,52514,,
42133784 0.000689894,230,6,216,64,176,6779,22,52514,,
42137050 0.000315568,60,6,40,125,0,8212,52514,22,,
42140345 0.000433507,150,6,136,64,96,6779,22,52514,,
42143390 0.000034975,118,6,104,64,64,6779,22,52514,,
42146593 0.000052269,102,6,88,64,48,6779,22,52514,,
42149871 0.000052864,102,6,88,64,48,6779,22,52514,,
42153136 0.000116333,60,6,40,125,0,8211,52514,22,,
42156445 0.000059218,60,6,40,125,0,8211,52514,22,,
42159727 0.001024848,230,6,216,64,176,6779,22,52514,,
42163038 0.000043063,150,6,136,64,96,6779,22,52514,,
42166373 0.000190296,60,6,40,125,0,8210,52514,22,,
42169712 0.000690144,182,6,168,64,128,6779,22,52514,,
42173019 0.000048992,102,6,88,64,48,6779,22,52514,,
42176353 0.000038367,102,6,88,64,48,6779,22,52514,,
42179631 0.000129543,60,6,40,125,0,8209,52514,22,,
42182965 0.043806742,60,6,40,125,0,8209,52514,22,,
42186290 0.258541497,102,6,88,64,48,2618,22,52679,,
42189584 0.042017224,60,6,40,125,0,8211,52679,22,,
42192885 0.076630352,83,,,,,,,,,
42196203 0.349491899,102,6,88,125,48,8209,52514,22,,
42199482 0.000594211,118,6,104,64,64,6779,22,52514,,
42202720 0.000028116,118,6,104,64,64,6779,22,52514,,
42206012 0.000016935,182,6,168,64,128,6779,22,52514,,
42209327 0.000035967,246,6,232,64,192,6779,22,52514,,
42212618 0.000027760,294,6,280,64,240,6779,22,52514,,
42215915 0.000031862,198,6,184,64,144,6779,22,52514,,
42219211 0.000019359,246,6,232,64,192,6779,22,52514,,
42222463 0.000034945,294,6,280,64,240,6779,22,52514,,
42225771 0.000055682,294,6,280,64,240,6779,22,52514,,
42229062 0.000021227,310,6,296,64,256,6779,22,52514,,
42232343 0.000030880,60,6,40,125,0,8208,52514,22,,
42235581 0.000000034,60,6,40,125,0,8207,52514,22,,
42238878 0.000011375,294,6,280,64,240,6779,22,52514,,
42242174 0.000029939,310,6,296,64,256,6779,22,52514,,
42245169 0.000009554,60,6,40,125,0,8212,52514,22,,
42248472 0.000002162,102,6,88,64,48,6779,22,52514,,
42251711 0.000013609,166,6,152,64,112,6779,22,52514,,
42254995 0.000036260,60,6,40,125,0,8210,52514,22,,
42258283 0.000002285,390,6,376,64,336,6779,22,52514,,
42261408 0.000058923,198,6,184,64,144,6779,22,52514,,
42264695 0.000051769,60,6,40,125,0,8208,52514,22,,
42267760 0.000057171,60,6,40,125,0,8212,52514,22,,
42270989 0.000000020,60,6,40,125,0,8212,52514,22,,
42274327 0.000075607,60,6,40,125,0,8210,52514,22,,
42277433 0.000097363,66,6,52,63,0,64128,55038,443,,
42280719 0.003261335,102,6,88,64,48,6779,22,52514,,
42283773 0.000016646,118,6,104,64,64,6779,22,52514,,
42287029 0.000019921,118,6,104,64,64,6779,22,52514,,
42290310 0.000015755,166,6,152,64,112,6779,22,52514,,
42293606 0.000029732,246,6,232,64,192,6779,22,52514,,
42296893 0.000044105,294,6,280,64,240,6779,22,52514,,
42300162 0.000038964,310,6,296,64,256,6779,22,52514,,
42303418 0.000031927,246,6,232,64,192,6779,22,52514,,
42306654 0.000032420,294,6,280,64,240,6779,22,52514,,
42309727 0.000019439,150,6,136,64,96,6779,22,52514,,
42313000 0.000014477,198,6,184,64,144,6779,22,52514,,
42316082 0.000039712,60,6,40,125,0,8209,52514,22,,
42319322 0.000009788,294,6,280,64,240,6779,22,52514,,
42322449 0.000033032,310,6,296,64,256,6779,22,52514,,
42325513 0.000008202,60,6,40,125,0,8207,52514,22,,
42328550 0.000002163,102,6,88,64,48,6779,22,52514,,
42331570 0.000013057,166,6,152,64,112,6779,22,52514,,
42334588 0.000039430,60,6,40,125,0,8212,52514,22,,
42337638 0.000002002,438,6,424,64,384,6779,22,52514,,
42340717 0.000053246,60,6,40,125,0,8211,52514,22,,
42343728 0.000003650,358,6,344,64,304,6779,22,52514,,
