0,1,2,3,4,5,6,7
0,1248044,1325644,849215,417609,1015290,1151918,390212
0,1134810,1218344,679318,303796,1041341,1159875,268931
0,1127193,1212359,667121,277772,1034685,1182124,255181
0,1075070,1170576,709028,357570,890101,1037647,329796
0,1244888,1355565,826488,429211,1060969,1194485,396407
0,1081803,1197391,692134,290735,1014532,1131152,272899
0,1143628,1224601,682483,316722,1074348,1216994,286432
0,1206160,1300938,770519,411446,975218,1112406,381194
0,1273186,1315392,837230,421178,1046511,1163396,398419
0,1092697,1181793,637839,266029,1005652,1142031,244858
0,1210621,1271462,697541,310031,1082555,1186143,280935
0,1063638,1142155,733683,387536,862175,978023,356766
0,1217040,1330762,813153,429601,1050753,1174031,402888
0,1094970,1179826,659740,265625,992436,1105679,247270
0,1118189,1209434,689457,331305,1041371,1166664,285403
0,981805,1084662,701814,340466,835261,983592,320983
0,1226151,1333772,821395,407175,1001858,1127899,385919
0,1050220,1149025,672432,277630,992113,1116405,257125
0,1119692,1230763,677825,335845,1060793,1201603,307637
0,1190319,1317251,812640,393736,995153,1123466,379560
0,1314256,1378581,886865,470679,1044459,1170839,416796
0,1097710,1202709,652523,303449,1058981,1185318,267041
0,1124704,1221621,672045,314167,1032999,1147191,288112
0,1033530,1122387,733349,359349,872569,1015310,341970
0,1201701,1261985,782768,398857,966026,1088020,388019
0,1102484,1165065,668922,286093,995262,1119377,255896
0,1103220,1196534,656427,266158,1024318,1140899,245943
0,1038803,1110251,738541,375426,872973,996781,347732
0,1246485,1314120,844206,398398,988053,1130738,367804
0,1048481,1129217,684673,261932,997784,1147486,236839
0,1131285,1212570,688699,311556,1017031,1141243,281807
0,1152390,1272437,809228,435978,1007529,1149296,414578
0,1220458,1292904,812241,423932,975308,1097683,394879
0,1129836,1202550,664626,306922,1029649,1144171,271415
0,1136235,1253553,719521,297673,1078457,1218219,267313
0,1032998,1132417,729822,365193,895856,1041733,345938
0,1154829,1285724,808908,377768,984905,1107676,359265
0,1107588,1197037,658563,304504,1015312,1153570,285561
0,1046488,1168999,646442,271112,1011682,1130913,254965
0,1039274,1104870,727761,392465,836666,979414,372064
0,1226106,1322982,842428,373682,1015493,1142667,366258
0,1082090,1162518,688321,317136,1023837,1177601,276593
0,1090479,1200324,673972,312602,1063773,1219095,276857
0,1172381,1243935,822416,414696,991212,1135064,387395
0,1238738,1348340,803896,441361,1057872,1186119,403037
0,1068548,1172655,666916,310121,1020790,1157030,268026
0,1200723,1290323,733417,303166,1082350,1212233,281386
0,1048646,1129438,726073,402675,865190,1020069,379066
0,1195460,1278854,787507,433081,992370,1123780,379215
0,1115046,1205333,670282,283142,1040508,1175286,266344
0,1126709,1189419,650457,289325,1032429,1165769,264525
0,1066150,1146766,742753,366870,889747,1021923,343101
0,1210210,1315222,778416,450655,971511,1101160,421752
0,1053357,1143647,623811,303583,986812,1108431,275723
0,1129968,1184277,633028,317360,1018625,1126021,283265
0,1181817,1266084,793407,368443,1008822,1138110,353930
0,1235493,1304001,781465,433419,1026070,1158059,407366
0,1055526,1149804,653696,276567,1003925,1127234,252911
0,1152475,1260040,695832,351163,1098599,1225660,305709
0,1034244,1131960,710631,357794,874634,1020758,341666
0,1211886,1293716,818205,449935,1008131,1142310,406654
0,1106768,1200175,676000,300419,1048867,1180331,259777
0,1112356,1212466,713730,295528,1023222,1148935,272395
0,1138753,1241548,836237,410507,966374,1103812,378986
0,1241933,1316361,819503,384435,999011,1104989,367525
0,1035546,1120553,643612,258933,951677,1066723,250775
0,1128747,1209757,679066,313486,1044461,1154128,276468
0,1237560,1332029,791346,442247,1013858,1140016,414314
0,1259904,1338519,855153,395307,1025832,1155935,374735
0,1033837,1140671,626776,278911,968736,1096057,258817
0,1153322,1247827,705793,328049,1075239,1196180,290012
0,1157366,1242292,784213,368079,943949,1054283,356560
0,1218459,1305853,817831,440718,1009464,1141447,394657
0,1135102,1272986,715558,339833,1096335,1235733,305724
0,1099383,1177303,673913,263648,999208,1128151,244794
0,1160982,1272394,807621,371423,959764,1128916,357051
0,1260553,1343255,804948,392111,1047278,1164848,374210
0,1042555,1137688,646401,223885,958946,1088007,215735
0,1162544,1265868,688786,322205,1057182,1188048,287015
0,1222877,1311435,812269,419819,1024666,1141667,394607
0,1192626,1283017,793512,429051,996947,1118939,408774
0,1065482,1143727,622635,303924,995119,1140234,271000
0,1250204,1345496,839713,401669,1015353,1151253,385622
0,1114872,1214115,670523,275436,1022006,1132410,254953
0,1254594,1334563,789452,476448,1071894,1199021,438077
0,1137965,1221092,647444,265578,1047307,1150516,244899
0,1150840,1214599,667258,292002,1056429,1160220,267396
0,1242519,1347644,849520,444814,1057727,1175189,405781
0,1122960,1219836,698293,281105,1024136,1149488,251795
0,1090840,1171237,731382,377560,896651,1022244,359491
0,1141882,1222182,700507,294220,1082026,1233301,270654
0,1197034,1294402,823146,419826,1033371,1172976,392212
0,1267115,1385120,832351,445210,1048603,1145228,410337
0,1269702,1370452,847956,440936,1111377,1223980,404918
0,1028394,1116799,610392,263663,952807,1073852,249474
0,1072317,1155646,615519,271018,976260,1106069,248726
0,1266637,1330772,840713,432505,1031831,1161775,403025
0,1148165,1252369,665661,313310,1072646,1186814,277942
0,1210659,1316287,788021,399074,1073226,1241966,346443
0,1169430,1244130,708308,333265,1061091,1158145,294628
0,1198701,1280815,726212,347311,1042731,1165534,316565
0,1038889,1119110,704684,380285,838046,961663,363138
0,1091747,1165698,610097,293274,947538,1060764,268429
0,1226423,1294754,824791,407826,1031561,1162833,376513
0,1140775,1219317,692582,348057,972338,1132485,320083
0,1197245,1289587,797940,399806,967182,1102347,376640
0,1057178,1173699,725589,336429,913800,1031365,318857
0,1047977,1143705,650364,286264,982166,1134712,257687
0,1266962,1354561,823032,436084,1059804,1190682,399646
0,1160153,1230202,697165,297107,1058437,1175806,274956
0,1083967,1187379,658664,314757,989981,1097248,280106
0,1152102,1236645,715616,309120,1068708,1191662,284853
0,1089393,1208264,665809,303630,1070048,1203015,271281
0,1044057,1159961,744120,368265,890999,1044611,352799
0,1086061,1204276,643207,325256,1020387,1153402,297225
0,1175016,1297356,807928,435242,1019610,1172720,403846
0,1183928,1263943,773062,397466,934222,1051473,368469
0,1227900,1311146,830007,397184,1009864,1130298,377363
0,1072147,1137593,726897,363812,842437,984373,339189
0,1018941,1122048,639918,262039,988417,1121204,244244
0,1231172,1327320,811261,430079,1044890,1187143,394541
0,1137466,1225680,708302,317393,1061175,1187913,267260
0,1126927,1212411,692862,339859,1051827,1192103,287466
0,1103146,1211948,640040,281050,1032380,1173087,263794
0,1117377,1199583,644548,307326,1017593,1130795,290378
0,1067629,1163426,731257,396180,893933,1008383,378002
0,1117939,1210530,666417,323852,1033327,1162942,290679
0,1213882,1291373,815131,442084,1008722,1130615,402968
0,1231069,1336954,806711,437115,1023179,1159012,409508
0,1272635,1383826,863991,452160,1079031,1234742,421742
0,1030834,1127021,698146,383410,855047,986850,362324
0,1017406,1110974,622511,271100,941781,1060418,252931
0,1171679,1293977,796654,404111,1006563,1150072,380172
0,1126378,1183277,666068,251459,1008286,1111967,244037
0,1080457,1161780,686829,300383,985558,1085219,271318
0,1100375,1191585,642854,348841,1006802,1134574,297662
0,1115208,1197975,655540,311589,1041423,1162839,269091
0,1109016,1217904,790079,378346,952135,1068275,361143
0,1115120,1217793,732937,281424,1012780,1148727,256279
0,1175794,1238025,763819,428819,961119,1084862,398019
0,1240223,1327008,797309,427666,1018658,1128513,397909
0,1202104,1305337,795878,413059,1018984,1156095,394916
0,1052109,1121470,709965,399868,884268,1013126,358199
0,1023415,1099319,634958,290231,960423,1098832,252087
0,1196166,1330268,826818,442487,1031868,1146793,410298
0,1119424,1222517,674310,293381,1018727,1139696,273584
0,1046450,1132993,620657,312095,950615,1076087,272517
0,1124484,1190558,645242,303739,1022248,1151082,277569
0,1053450,1179778,641533,274364,998276,1132842,251725
0,1118499,1233579,775042,377500,961261,1093388,360014
0,1122538,1236370,688791,282455,1069360,1192783,266037
0,1229820,1326815,828746,416600,1048779,1196899,394880
0,1283281,1342618,833929,442467,1010308,1129759,417369
0,1243739,1346002,850829,412457,1033069,1173080,392231
0,1041735,1161648,738768,372878,893770,1059837,354918
0,1053000,1136252,638551,257405,960923,1107194,239347
0,1223608,1320136,849464,409240,1009005,1121652,380653
0,1133638,1208639,701640,304488,1034439,1151214,273930
0,1122730,1199303,669252,292300,1017681,1127451,260311
0,1125820,1216786,670441,287252,1048574,1179709,269185
0,1080816,1183885,665906,285075,1011201,1122170,257665
0,1149451,1219634,664099,331925,1044849,1179187,291848
0,1116549,1221957,695543,268973,1019079,1138777,247310
0,1236128,1326729,799757,453160,1022792,1147233,434999
0,1267670,1356806,816697,445160,1039865,1159872,403328
0,1267319,1354260,849238,395083,1073278,1183730,380863
0,1086112,1187378,739376,382336,923846,1060448,359534
0,1051095,1136156,721912,385607,866191,991620,358692
0,1189141,1288965,817762,388358,1021324,1156884,368704
0,1102299,1186040,677016,306902,1013755,1122490,280059
0,1104971,1167113,646243,270825,976839,1099538,246981
0,1070968,1164605,656138,275355,987128,1114095,248469
0,1098867,1182564,635845,328185,1021323,1138518,304140
0,1134097,1199133,694646,301949,1020328,1134009,272467
0,1141043,1248849,694747,308846,1056197,1163968,278060
0,1218025,1294950,854938,404665,1020534,1137338,392233
0,1277134,1362403,836864,434322,1049608,1197044,401395
0,1266516,1338330,851556,450720,1066882,1225009,403154
0,1149345,1228918,773587,408075,949659,1082910,383859
0,1027362,1082046,667511,351209,818316,938607,332742
0,1211632,1296264,796796,429066,996008,1097385,395570
0,1113158,1189508,646070,288083,1011815,1140408,270495
0,1110103,1183107,680363,278453,1008597,1148392,245903
0,1111165,1176414,704921,261706,1037525,1178277,245108
0,1014201,1131863,631010,261402,987353,1094507,248769
0,1066417,1156585,651762,279556,979911,1093717,255965
0,1101163,1224350,662556,302225,1049847,1191373,264702
0,985821,1080914,582761,236638,935542,1055938,230538
0,1227559,1301688,811386,420753,987084,1112485,389111
0,1242406,1308099,832425,390848,1002534,1136760,367584
0,1184102,1277587,786954,392933,977960,1118451,371159
0,1049643,1112592,712404,359880,859652,992816,342611
0,1190107,1282762,770221,379569,978546,1096131,355530
0,1047472,1109445,627413,283584,941899,1071740,256449
0,1112969,1215258,693363,318291,1032681,1155292,284481
0,1096413,1187093,668425,245263,1018042,1144068,225049
0,1125243,1212671,680510,342159,1045103,1157757,298428
0,1080545,1168715,635014,300633,1013210,1148875,281237
0,1124269,1215396,681460,300101,1054502,1157407,273249
0,975419,1115992,718049,371526,861324,1026434,339764
0,1207258,1295695,821418,403605,997396,1133019,374882
0,1193026,1292308,805091,428408,1006744,1141395,383030
0,1212323,1308756,842260,412896,1040256,1169015,396210
0,916505,1009198,583714,310916,819644,948266,283588
0,1107003,1208483,780324,358168,912066,1038364,332392
0,1069420,1157634,694814,366039,962890,1100273,324106
0,1068038,1144096,631681,307117,971034,1083151,278519
0,1261359,1354487,857698,431263,1052779,1157396,405560
0,1079121,1153312,641338,315219,998014,1136039,277125
0,1073979,1169315,695005,261878,1005722,1131917,241530
0,1088475,1183715,663496,299792,1027747,1158638,271852
0,1097210,1186778,661043,276097,1018803,1140597,250276
0,1273170,1377845,871920,446592,1057362,1166580,424033
0,1140522,1247714,715956,302430,1063662,1177984,282680
0,1285099,1364771,884397,447920,1103827,1236097,415416
0,1165683,1258005,751087,345337,1021990,1158592,318810
0,1025605,1122818,737577,404338,885005,1018840,368676
0,964201,1039062,669663,356338,822208,945141,342808
0,1034727,1144794,637881,269390,956766,1073721,243222
0,1114485,1186144,734172,416127,896434,1033020,391123
0,1059375,1160399,693158,321964,903997,1017085,303025
0,910308,999941,546338,268650,846652,955080,237486
0,970919,1047778,580805,267018,922289,1050464,244625
0,982001,1084567,620036,253082,942634,1065316,235770
0,1182872,1265536,801847,396678,987746,1121617,373472
0,981855,1060230,583363,281094,933150,1025152,259714
0,1028261,1141055,659812,263920,970692,1104908,237823
0,1147056,1239551,741865,378617,969160,1106500,361081
0,1027891,1113777,716582,356583,837033,967515,334909
0,994591,1073535,670846,358079,811185,942334,333686
0,1046036,1114784,662685,301439,990034,1108999,263978
0,1212583,1287406,809008,440439,996678,1127307,398544
0,1004794,1089746,712840,358059,827505,947058,341612
0,1178697,1242872,712369,300597,1059342,1158790,258576
0,1048116,1168020,646755,271529,991223,1131278,254037
0,1030176,1117522,592394,292999,931013,1065723,273473
0,1188756,1295482,712945,298106,1095249,1213919,274275
0,1257987,1365585,848471,406054,1058695,1183805,379795
0,1125709,1196776,669517,310055,997556,1117260,278311
0,1188420,1286662,798899,411488,979507,1114766,383161
0,1103343,1154568,712338,401726,872236,1004418,381362
0,1072110,1162550,723791,358734,874757,1021266,342130
0,1162821,1254225,756986,384800,973115,1108509,368433
0,985716,1091785,581844,264265,959853,1082079,231247
0,1184645,1275082,753034,410080,988558,1098326,376045
0,1109974,1192326,696738,295572,1056918,1203860,268309
0,996257,1070118,631129,245237,937208,1054588,227110
0,1058927,1167445,660082,275304,1017550,1149311,255052
0,1147067,1247444,703983,314857,1054810,1196976,280043
0,1284561,1351933,851563,414947,1049545,1179218,390446
0,1100185,1191125,689266,279431,1038909,1149691,254303
0,1218363,1297669,799937,402086,1018740,1160373,389271
0,1245266,1303317,820968,444168,1014698,1147127,409311
0,1083409,1186713,751163,358143,899862,1028946,346480
0,1302541,1391037,833042,414072,1075418,1188955,386427
0,1153826,1247693,700066,299413,1089214,1225085,283466
0,1205205,1300736,824612,410851,991449,1130345,384744
0,1100016,1189780,694537,309641,1024976,1132370,266685
0,1029036,1108966,603650,302145,948766,1075272,265716
0,1062875,1155765,645040,279767,1024664,1159587,249560
0,1083386,1175976,652632,306541,974481,1078919,273606
0,1247079,1322105,829700,399296,1031765,1155626,383135
0,1128407,1265045,685119,333900,1082984,1204020,293589
0,1179722,1286522,776172,371762,1014737,1149225,347438
0,1103793,1181460,677571,288529,1023654,1129270,261427
0,1220079,1303593,833496,415986,1022332,1169729,383977
0,1265713,1352038,844230,420241,1056871,1184218,387358
0,1171203,1227469,692413,304547,1039983,1142005,269263
0,1237938,1312072,828341,382941,993713,1118823,358897
0,1218872,1319540,760846,408596,1061189,1183479,366335
0,1073440,1170976,707229,394425,907004,1075103,375998
0,993803,1088509,580798,244304,939435,1046122,226214
0,1112260,1193534,676385,298067,1032205,1147732,272725
0,1246584,1320467,843087,408806,1035960,1136124,375980
0,1099018,1174301,673577,264470,994122,1134492,238145
0,1135923,1225782,772193,443695,944408,1077385,394270
0,1111472,1181215,648819,278636,1003163,1137772,263183
0,1120155,1208455,733290,277915,1044671,1200940,252341
0,1242036,1328129,840449,450855,1012131,1138323,408035
0,1158404,1272267,692248,284110,1068112,1183401,257385
0,1247548,1323593,823275,439603,1029299,1149515,404982
0,1178968,1254009,636135,301589,1051636,1184241,279233
0,1238483,1319565,789000,411218,1013902,1143728,389888
0,1039874,1099481,713540,365206,846888,963365,349070
0,1104692,1203685,673472,279854,1006778,1131854,250228
0,1226926,1339081,812409,422285,1023286,1151944,400647
0,1019912,1099464,617753,243406,951665,1062074,233041
0,1219168,1290145,775529,400049,974143,1093788,385680
0,1114124,1223922,677031,289749,1021328,1124052,266970
0,1021918,1116825,638693,267669,953994,1055371,254667
0,1236381,1332694,818424,422669,1006327,1125066,398613
0,1148051,1236881,674787,279265,1056734,1181962,255822
0,1233747,1321553,792950,435120,1013477,1134794,408370
0,1152190,1238249,677928,312325,1046942,1148940,278036
0,1274056,1353343,860712,381331,1032054,1150650,358071
0,1043803,1150946,725540,402194,888906,1019939,373872
0,1043981,1138566,635397,296966,997218,1118854,252276
0,1170323,1266124,773778,394195,1010231,1147829,363764
0,1095221,1184001,681928,290203,1025528,1137385,255981
0,1210664,1289090,794454,433760,1010835,1129407,402364
0,1108155,1176556,652548,265702,1003033,1115267,247322
0,1079698,1154302,638014,300867,992325,1103482,267467
0,1314517,1375874,808456,465730,1049462,1162632,424184
0,1119562,1188077,682259,271795,987965,1126876,254536
0,1254474,1353145,854812,419269,1045753,1182494,395972
0,1166667,1253161,696223,271959,1078486,1155774,259190
0,1085273,1174819,729986,357168,874613,1002818,339617
0,1002344,1101497,698155,367444,832064,981150,348799
0,1073203,1171450,657828,284465,999871,1115077,263396
0,1189805,1282715,838739,380698,972955,1100797,367998
0,1083116,1178494,625647,287873,1021255,1138379,262109
0,1144126,1241221,772768,380540,968145,1110611,361369
0,1063963,1146149,623877,275955,983800,1104468,255548
0,1071076,1151595,626809,294737,966063,1103876,267212
0,1236784,1323588,855211,438238,1062119,1176941,409041
0,1135656,1220784,672350,293698,1038642,1152573,276758
0,1292527,1409654,842272,439727,1091188,1213357,406593
0,1145333,1241797,698286,305515,1084372,1204365,280481
0,1137221,1234606,794996,395733,944313,1081109,360833
0,1191638,1267899,718679,338945,1057218,1171863,303595
0,1301896,1378401,824827,444415,1055118,1178069,406166
0,1206146,1282654,716373,326234,1079722,1173838,298434
0,1055516,1159789,694944,394297,896054,1009526,367541
0,1164545,1247490,774896,421323,961528,1093190,394745
0,1079247,1157282,658094,292514,998215,1102112,260611
0,1221515,1304760,830853,379816,992512,1122040,369269
0,1091990,1184190,647151,323091,995952,1097774,292103
0,1235070,1288737,812060,425695,995748,1116563,403803
0,1090351,1199865,657457,301434,1010360,1133459,269607
0,1189709,1283530,705828,352333,1091699,1215805,291238
0,1106894,1196245,664877,278594,981166,1087002,257090
0,1194511,1306586,811488,401871,1030261,1171478,368546
0,1279394,1385108,824917,425598,1052138,1188457,410235
0,1175725,1260357,733733,321169,1064322,1179689,294785
0,1057763,1159556,723282,394407,894487,1045663,372260
0,1151628,1264789,799684,412161,984555,1115393,395008
0,1037385,1114546,733507,391954,865090,1013900,359376
0,1124383,1191355,709244,334518,1013720,1159736,301621
0,1096672,1209864,704720,271295,1061368,1180920,252383
0,1249272,1347396,830156,457593,1054868,1173592,415867
0,1110077,1206515,700405,299545,1020175,1166547,265139
0,1135314,1241929,697935,308634,1059958,1184331,289773
0,1107218,1227969,676425,304854,1055116,1168877,272481
0,1260666,1369440,857679,442152,1066578,1204089,410566
0,1280625,1382889,873239,421878,1078171,1187256,397060
0,1150479,1276527,719725,313514,1105012,1238174,289386
0,1054989,1138593,730125,399113,875554,1025407,365741
0,1179933,1291630,806429,416098,1013812,1143035,396268
0,984731,1077324,686330,357608,825824,962086,335465
