state,1,2,3,4,5,6,7
0,1163090,1259454,786423,386931,957032,1099639,361915
0,1128391,1183515,773941,390999,932679,1080756,364249
0,1054527,1130439,616683,282179,975430,1103460,260654
0,1089097,1178810,674534,285540,1029188,1161597,261842
0,1201019,1306851,780175,409546,980972,1131702,374004
0,1095553,1191531,669638,327406,1031102,1159194,285856
0,1105539,1224934,664717,294107,1025761,1137069,269867
0,1063472,1143013,628279,279237,980333,1111725,244746
0,1018575,1095820,683691,360880,857583,972208,340895
0,1024264,1116392,712231,407953,848784,975952,361991
0,967658,1059460,587283,283633,900323,1023981,244303
0,1036030,1120293,699272,393247,848260,985516,351407
0,1173371,1247436,744962,422457,966830,1098461,394777
0,1070089,1169528,665281,262454,986720,1107531,241779
0,1010576,1139205,586154,240019,946339,1062674,227331
0,1053124,1139665,637724,302046,988068,1132354,273970
0,1134908,1220001,670735,287075,1019214,1159883,254001
0,1101861,1192676,662299,316111,1040264,1162714,272842
0,1139694,1227670,696632,276458,1052975,1169844,266368
0,1075127,1149994,752752,383417,892754,1031581,362518
0,1092389,1160500,748995,376209,904129,1026662,348604
0,1063771,1160208,728598,386801,867489,971233,331604
0,1046911,1118922,713507,395060,860872,989335,363264
0,988436,1072727,716621,351169,822835,955554,333727
0,1151939,1209092,787467,359789,925388,1044195,343716
0,1059948,1155236,679882,269801,987155,1086403,254008
0,1030210,1123125,623572,286971,975183,1091106,251038
0,1017339,1112398,644157,259099,970971,1107692,227512
0,1130916,1203827,667371,313156,1024931,1136421,281346
0,1067628,1174401,667155,283645,969166,1101068,249271
0,1143582,1263465,689699,282743,1046704,1181740,261280
0,1051110,1142021,694341,373656,865652,998694,351729
0,1069822,1160974,700306,404602,900230,1028464,373846
0,1046702,1155466,662163,267974,986329,1122420,250538
0,980253,1090507,685687,348854,823921,964220,334222
0,990832,1071775,679963,350989,838039,975071,332705
0,1110012,1189548,719765,376253,901710,1006464,358914
0,1053092,1133241,622735,273467,941932,1063591,244719
0,1028110,1114041,641643,283699,974390,1102612,243562
0,1012415,1102341,689242,355783,818476,941952,349282
0,1027428,1109112,619482,258181,970084,1082056,247860
0,1085359,1178201,666095,262095,996517,1100405,251863
0,1101742,1224510,670606,274695,1019859,1135116,250342
0,1021743,1104694,707010,371848,848939,991319,347996
0,1104709,1186873,774990,385057,937186,1073068,355719
0,1076919,1187905,650775,292370,1022952,1174653,255308
0,991001,1093507,678678,391751,858572,999153,368757
0,1062249,1165966,723082,422025,930477,1044584,383015
0,1143656,1216115,744477,421423,926026,1035812,386669
0,1071341,1176579,671447,287044,1023549,1159700,262267
0,1007018,1094790,601171,290049,923018,1043217,260813
0,1034998,1126679,725091,358706,838872,996392,341463
0,1019772,1110391,609564,266974,963232,1103156,249281
0,1041118,1156731,636223,270417,994581,1143391,241109
0,1089758,1183946,661829,297121,1005547,1111134,263767
0,1081110,1158343,736523,385845,900930,1035080,360069
0,1058798,1137679,659144,267599,1022089,1139863,237956
0,1091729,1172597,648183,277579,1017754,1157128,261464
0,1119564,1219924,774253,366275,952208,1086169,344471
0,1134345,1233800,789813,390293,939855,1071703,358070
0,1184642,1274682,768998,422065,1007915,1123348,387586
0,1025709,1111103,639598,283017,973854,1103240,260104
0,1022319,1107789,722987,373110,841127,966708,357985
0,993453,1088946,705072,338472,840546,981843,323379
0,995316,1070349,550193,262784,897756,1026052,232664
0,1015507,1101520,588118,280921,928926,1023682,259984
0,1101638,1182252,640949,313895,992049,1125459,282228
0,1149182,1205973,766956,399165,948301,1074724,387972
0,1067396,1140932,660672,294372,1019093,1150797,276733
0,1082956,1206934,665498,288709,1009492,1152134,265210
0,1173951,1245389,747514,430156,947658,1085708,394246
0,1130747,1214721,690782,332548,1033858,1166317,293931
0,1222649,1304550,796657,423103,1006912,1129476,390684
0,1073495,1155428,680446,253664,1023276,1150296,241727
0,1018453,1110679,709477,383115,862052,985727,367234
0,1025456,1124803,731761,351155,867048,1006465,336190
0,1002510,1105648,601747,261884,973080,1085620,248619
0,1014645,1109895,717422,379774,859383,1001353,344884
0,1045971,1161124,629643,294560,1008874,1129944,264289
0,1046075,1139548,626250,280977,954073,1062722,249770
0,1104596,1200086,695992,315112,1049803,1156598,281078
0,1050798,1115570,645481,278451,937633,1080309,230448
0,1113518,1201069,674676,320881,1039570,1174458,289241
0,1142304,1253465,724874,338056,1055026,1189409,302160
0,1229425,1318133,812013,419585,1034773,1165713,392771
0,1088380,1157204,739703,359529,879275,993652,327250
0,1064149,1157013,728595,384067,896846,1036558,351327
0,1025048,1145027,691634,362533,896386,1039603,343596
0,990276,1094203,692049,368034,854479,991237,344711
0,989511,1066207,677440,363821,818354,967466,337447
0,1000032,1089192,567101,255485,910473,1030552,218259
0,1017541,1118293,659870,243147,968603,1103995,226267
0,1055458,1166263,646746,283445,1003633,1132639,255635
0,1022779,1116579,639021,271240,975324,1086633,259038
0,1076542,1186986,665298,269503,1006795,1160799,242956
0,1098984,1212637,656445,306401,1024930,1153147,282099
0,1273400,1347723,834575,437934,1076175,1224527,403030
0,1054711,1111817,704308,376318,854381,993390,347189
0,1054654,1125979,721311,386666,880788,1020113,359121
0,1046217,1130198,659634,245733,955072,1070157,229097
0,990242,1077387,671027,393190,835809,977597,358875
0,1005999,1124473,747149,369076,873608,999372,347776
0,1056935,1140898,612964,315049,986972,1107959,269961
0,1058557,1136936,641058,256295,973350,1077747,236790
0,1020940,1110218,623824,319266,967455,1096102,260572
0,1069979,1122894,748019,360778,849708,983697,338607
0,1067501,1140695,636011,272260,963266,1098809,251316
0,978997,1087782,613535,266483,945587,1062810,235355
0,1215834,1293917,830084,406008,1008676,1128521,376423
0,1043914,1135550,729673,387689,925245,1050185,372516
0,1062809,1173278,712099,395484,896488,1022000,359802
0,1059609,1162065,677556,294691,1039550,1174800,262497
0,1004152,1101915,708406,364206,880915,1048830,338497
0,1023198,1133119,701753,380047,881249,1051526,359232
0,1049600,1138313,643906,267456,980628,1122247,244258
0,1022533,1106516,637115,231467,943309,1068722,225932
0,1031915,1112422,589070,316974,991104,1114461,273073
0,1001201,1094662,696379,357864,836631,969216,334523
0,1029018,1122449,608833,287866,947829,1088075,261202
0,1044687,1132038,634003,328526,978125,1116366,285197
0,1207978,1305578,793585,433269,1045301,1169054,385643
0,1052925,1151744,760815,335397,878742,1018475,323408
0,1025004,1124543,627163,265002,962615,1074749,246393
0,1065983,1163059,648218,264250,1012362,1155561,243707
0,1054971,1134982,757375,335167,872430,1020822,320429
0,1100126,1212166,765008,383496,958297,1072228,364713
0,1110769,1212478,668877,308097,1004626,1168510,280811
0,1080165,1177075,704857,287984,1013452,1150184,265302
0,1090131,1186554,762519,404602,936316,1091899,392130
0,1007597,1124523,687917,408100,919370,1067624,379765
0,997264,1082398,634341,263691,916786,1026539,236756
0,1022088,1121053,648107,254723,999143,1123259,239705
0,1121782,1244453,744260,376179,1023988,1144038,347376
0,1069576,1164225,751051,405670,922063,1080575,371362
0,1095226,1176896,667784,320542,1036516,1146293,289477
0,1106275,1196908,635308,296841,1019471,1160076,262924
0,1144781,1237130,793216,389830,934724,1079231,375508
0,1146047,1235323,761475,368579,1013771,1166654,339161
0,1181775,1317014,776188,338363,1049911,1198559,317519
0,1056857,1181457,664388,283460,988211,1093725,268398
0,1060913,1142609,712896,376036,874698,981959,352574
0,1067202,1153697,746140,359781,863084,1018429,344020
0,1014440,1087013,594394,287026,933707,1062622,255267
0,1040135,1120335,647132,322913,900760,1013239,292743
0,1130641,1227347,718944,373295,996033,1119689,351059
0,1044764,1111597,607927,286064,927828,1011829,262634
0,1064744,1150726,643402,276523,1032449,1163434,252747
0,1037480,1150738,644127,261319,1030337,1150789,239159
0,1142900,1233231,735081,341595,1020534,1141619,307854
0,1125204,1222027,695988,277535,1041593,1185953,249015
0,1062997,1164119,721834,329843,940603,1046347,313040
0,1065998,1150008,742965,365488,899990,1040282,334370
0,1010330,1119213,723152,386284,847954,995531,363889
0,1072690,1156874,705159,364229,883788,992988,347647
0,998337,1075763,654259,337347,871145,995508,308080
0,995252,1050527,691750,332680,776200,924576,324497
0,1053388,1159096,647627,268698,995038,1093194,250136
0,1034770,1118611,651685,278953,988926,1119401,250189
0,1062745,1172057,627770,313394,1020100,1165575,263881
0,1066969,1147151,648966,290210,950415,1068218,265436
0,1110065,1225100,675853,270967,1027674,1135573,245937
0,1081390,1191589,674745,262364,1044258,1179096,237298
0,1064975,1137203,691157,406773,860549,1000518,379755
0,1016206,1100143,688048,375067,835136,992516,338249
0,1005844,1105285,725389,366095,844915,990275,344735
0,1047070,1140055,621646,329872,964101,1108781,302259
0,1192117,1258321,775902,385125,939110,1041310,368485
0,1012845,1103953,698288,364920,811108,932891,346905
0,1036411,1140485,624553,260241,972520,1111480,233550
0,1032673,1184327,641469,294223,1005539,1129223,267386
0,1034408,1153776,635915,256382,953555,1096973,239674
0,1050981,1139350,686017,328450,905182,1035007,308199
0,1109775,1172369,666421,285455,1012090,1148682,262084
0,1073159,1176770,670026,294535,1029790,1157259,266949
0,1038434,1143775,741884,376187,913240,1049706,361737
0,995740,1095766,690993,391740,844419,979523,365848
0,1025801,1131951,695389,407905,883381,1024608,375327
0,1049521,1138674,642082,281626,958702,1069216,245405
0,1201100,1290900,820161,387095,958889,1072933,361247
0,1031373,1113980,746332,347433,879114,1007205,329523
0,1056673,1141906,638714,269003,978655,1108982,237156
0,1094017,1190977,667194,299336,1020274,1149061,279531
0,999636,1112314,624746,242438,967220,1077684,223371
0,1032846,1110936,717031,361262,843484,979096,335164
0,1081493,1189335,680523,301512,1006320,1138230,262667
0,1078912,1172360,648757,345530,1037998,1186690,300801
0,1044776,1168692,767913,388215,895169,1056609,353016
0,1032445,1132167,718632,356925,896878,1041593,342900
0,1102650,1210124,768648,364359,927480,1071533,334668
0,1031905,1141371,635552,258683,955043,1078927,239460
0,1196406,1275976,812158,381194,974334,1109501,367423
0,1041000,1127704,688591,390510,873306,994579,367825
0,1037770,1129449,628356,294800,946773,1075550,256842
0,1062952,1149313,612680,290647,988565,1065125,262910
0,993949,1077861,610213,282892,918537,1065040,266775
0,1023744,1094584,677974,403037,843477,979200,366791
0,1065459,1159037,660003,274738,1005864,1148220,250461
0,1042974,1120537,646340,269897,948863,1079115,255630
0,1037907,1115115,714136,395535,849682,986324,374125
0,1063828,1173591,755509,412996,949871,1111096,379430
0,1030835,1141988,623765,296781,978313,1115887,265369
0,1079904,1166873,634619,293261,998158,1117346,268835
0,1002118,1081641,694208,350864,832279,971703,328181
0,1122473,1199999,735727,410904,922934,1054946,378977
0,1008415,1103720,624007,277628,954892,1075326,245151
0,1009502,1115893,652990,268240,978227,1124204,239523
0,1056075,1130602,717205,366151,866953,1001357,339119
0,1040164,1122426,702748,377782,877912,1024995,357287
0,1009882,1102865,601078,275967,948580,1087313,246670
0,1008106,1110315,605207,280203,934480,1045481,242161
0,1123976,1220063,769653,396354,952802,1105506,363921
0,1077839,1209951,722148,363356,972883,1083042,334259
0,1067499,1170905,689301,246833,989486,1106666,240050
0,1098433,1188108,649342,305642,1012047,1152094,269752
0,1070101,1150914,730139,376216,898471,1036428,349944
0,1049630,1158488,659002,275046,1012160,1108385,258828
0,1044709,1153237,627259,280039,978291,1098224,255876
0,1039167,1142795,662156,283993,917513,1047564,270222
0,989938,1082745,691388,373047,837869,962054,354076
0,1065442,1134033,732980,408925,863922,993553,377447
0,1021813,1092849,605731,251819,917214,1017761,213999
0,1049273,1139886,722945,373009,877543,1034402,347378
0,1071768,1168804,643620,289437,1002373,1124768,256431
0,1077293,1161691,641306,294426,1003276,1110394,277304
0,1065796,1134258,600157,318609,993010,1137767,275833
0,1086068,1175020,681423,262121,998691,1115110,244992
0,1090554,1169315,731270,389089,908056,1051290,363999
0,1122534,1215713,657643,318061,1031203,1135871,285848
0,1038844,1122376,715856,414281,875088,999820,376535
0,1055206,1134660,707178,405689,840916,953247,375617
0,971851,1087808,696943,390832,833439,1003216,363074
0,1041481,1153958,637598,299311,987330,1115340,268114
0,1011240,1101932,643493,274818,953962,1093939,249172
0,1039286,1117513,693325,403067,862010,1011992,375856
0,1010205,1127042,590409,306833,978536,1102679,276665
0,1078110,1171334,628819,315348,966699,1083642,281189
0,1086863,1165570,643653,309125,1012068,1126578,277839
0,1034300,1140827,709895,409257,867024,1002364,380419
0,1109798,1203249,748765,359968,994341,1128828,322032
0,1075579,1167347,627511,285256,1008074,1121621,261422
0,1013362,1094687,669528,371292,857930,981156,354654
0,1031203,1095283,714279,352641,842070,985994,340892
0,1051417,1135679,703630,383690,873440,1015566,350032
0,1008192,1115501,620895,265243,946196,1087782,239175
0,1026031,1090892,628804,329576,875627,1010804,286768
0,1014315,1093456,688421,363936,837727,966511,348963
0,1003945,1088545,641911,246149,940234,1085058,229439
0,1034056,1102811,633973,294325,966090,1079465,260408
0,1022501,1149528,625274,303634,986644,1124787,274818
0,1009499,1093835,712754,385215,852566,984288,370380
0,1081024,1178716,636323,302186,1020246,1130972,268791
0,1072126,1170380,653283,287941,1017594,1140991,263100
0,1040463,1120972,719994,348445,883948,1029619,332944
0,1019321,1133994,756235,365123,868306,1011103,356095
0,1083030,1186969,751090,402820,924977,1084227,377726
0,1058301,1171129,672174,271275,1016342,1154597,254191
0,1002107,1099384,680474,355886,796307,933397,331388
0,1065785,1139561,712654,424697,887407,1025003,382664
0,984149,1063820,593083,250073,954994,1078899,212944
0,1001311,1110513,618613,249991,978042,1102698,228169
0,1012694,1098672,612428,240040,927840,1051911,227619
0,998313,1073575,667760,349335,828513,969564,339865
0,1007171,1122496,600345,286909,974645,1097400,258520
0,1054655,1153067,632086,287839,989899,1096015,269021
0,1077211,1176958,714470,397122,916859,1040515,365580
0,1060261,1169445,738268,373582,916115,1056067,362058
0,1025709,1145627,630021,267198,977281,1146028,237629
0,1033426,1133385,629563,276961,989506,1140659,248835
0,1012544,1106075,679292,359870,816587,943255,340641
0,1066045,1163901,765777,353329,908265,1048360,331884
0,1064168,1131016,639407,318257,988261,1099014,276252
0,1004380,1105174,600270,257029,956448,1070912,236930
0,992013,1091043,677304,377827,823748,976754,355639
0,1044250,1119959,683375,390931,874436,1014857,367254
0,1043271,1127025,594563,309976,971194,1083961,257636
0,1045615,1139486,641415,260408,977292,1081810,235049
0,1093566,1188859,737609,401834,960812,1087030,381505
0,1167380,1269140,775903,408707,983016,1109020,384565
0,1078336,1152911,642857,269745,979015,1056414,243425
0,1060878,1148649,664319,284158,1002846,1131347,261644
0,1086937,1165371,761701,391723,906739,1049253,351041
0,1131765,1211160,730147,361035,1021998,1148544,327739
0,995074,1100874,632457,266724,943382,1057310,239506
0,1018287,1106418,636426,306934,973223,1078871,270037
0,1035976,1119206,712518,399054,841996,967506,364612
0,1057820,1166080,750179,380064,907404,1011243,369272
0,1030739,1133339,644873,273862,966696,1079961,253882
0,1030710,1089546,680373,316403,916822,1034358,292748
0,1122265,1175368,661264,314835,1014687,1151130,281478
0,1047377,1144203,671330,269140,963032,1088746,254291
0,1105538,1207943,685715,283238,1041856,1162575,256455
0,1080253,1185529,665210,280903,1029652,1147640,250548
0,1136590,1201430,775548,393535,924218,1051778,365498
0,1130285,1216236,698882,314580,1036847,1156981,291462
0,1096373,1175511,744777,409210,915032,1051634,383959
0,1023383,1109371,705132,360962,821654,945603,348629
0,1002822,1097681,694085,365288,852110,994967,344857
0,1007835,1101475,569950,234130,932308,1075408,214154
0,1037981,1138004,640118,262168,968774,1093592,247400
0,1016764,1118886,693858,372468,858623,986119,344452
0,1054031,1141836,634313,285121,984367,1104926,256028
0,1046088,1149563,649969,268958,976891,1104077,237890
0,1029919,1143735,649769,250638,992953,1109396,231213
0,1092628,1195555,736918,418483,884196,1040735,369739
0,1067560,1155071,656598,303804,1013072,1138282,275923
0,1088682,1198178,673584,296109,1027788,1202169,262605
0,1053639,1126691,748681,361459,858607,1027606,346961
0,1021496,1079922,712169,368569,850461,998083,349225
0,1040212,1137229,729322,377649,878564,1021559,351088
0,1044064,1111251,613883,264881,939472,1066592,230721
0,1021448,1125155,673464,392879,835981,969629,358437
0,1037942,1119502,712222,420868,856833,995440,360697
0,1034933,1106673,628965,286494,977791,1118930,251047
0,1019939,1148014,642272,257961,967277,1078331,237442
0,1057247,1144269,639596,276362,998681,1110276,255167
0,1025262,1112731,709820,368254,856667,984024,356183
0,1059298,1157574,672725,277753,1006743,1144680,251782
0,1078220,1178207,666725,281828,1005147,1136594,257266
0,1028004,1142482,726415,383641,885355,1044956,366332
0,999961,1093245,688756,383634,849014,987806,367636
0,1122124,1207208,765513,384683,944252,1085568,368091
0,1032493,1109065,603311,250723,959025,1086868,222324
0,970423,1057181,672014,353494,801303,929249,332027
0,976762,1059036,689633,352458,803141,933389,329354
0,1043531,1116334,634997,304925,963555,1090843,277183
0,1040992,1138296,651939,258347,992060,1109736,232207
0,1027764,1149901,664432,273131,983694,1103540,247266
0,992231,1080581,680827,331286,825531,959632,315117
0,1035508,1134494,642887,253605,957666,1087356,236457
0,1057367,1133185,653148,288369,967095,1082302,245914
0,1055962,1156033,719128,355641,866959,988245,341390
0,1080165,1202288,704466,416592,923404,1059731,370894
0,1078948,1151532,660799,258330,966884,1086995,246855
0,1049430,1139687,645605,276579,964076,1102475,257691
0,1011948,1117211,708598,361238,879135,1023812,341477
0,1043582,1139148,746352,368225,896392,1053902,344740
0,1001006,1119757,645511,251737,954588,1073089,237236
0,1018320,1086378,603108,293709,950107,1089905,256190
0,972089,1064416,660708,349129,804975,949592,317503
0,1067352,1167908,712702,374161,881158,1004402,349805
0,1091669,1180629,667845,304714,996062,1116403,274454
0,1058989,1151851,633498,282863,994043,1127837,253953
0,1113129,1204170,760601,388192,923313,1040076,365863
0,1151522,1224829,730592,353894,1015004,1135158,312242
0,1045036,1141868,635051,265291,985519,1111745,249497
0,1042465,1123005,608175,282731,966127,1081732,241586
0,1041635,1141564,720151,387712,870954,986332,359359
0,1097769,1186966,758310,361217,900117,1040906,334219
0,1052393,1142675,667680,268467,985618,1088536,244876
0,1024996,1122474,689180,302092,888864,1039575,292628
0,1011889,1088611,732727,342535,827555,968026,327237
0,1090725,1168570,688870,386591,965670,1097196,347530
0,1037673,1135338,622088,270867,960129,1086798,243221
0,1093898,1168599,682322,258325,1004780,1135009,234216
0,1129131,1227907,754342,372820,1026636,1176382,315634
0,1067185,1172793,643031,281492,1004561,1146214,257721
0,1055203,1153283,636296,301594,988286,1108564,283877
0,1096646,1206507,695358,309664,982387,1100487,289744
0,1075570,1181794,761520,345499,911590,1057057,329051
0,1108035,1203800,634682,299059,1036573,1151921,271532
0,1089656,1172526,721428,345509,965222,1074318,321257
0,1081976,1164940,741181,393849,903023,1054028,374280
0,1001518,1076211,689614,375040,874847,990327,353708
0,1039036,1141929,654228,262200,996670,1100211,238988
0,972449,1060881,575003,255153,911937,1056925,224322
0,1018822,1110504,706396,355207,833609,947665,331156
0,1080832,1183426,685653,252364,1011091,1144922,217918
0,1079135,1200836,678970,303973,1031674,1158820,272168
0,1093253,1185242,672766,293173,1037500,1167866,272773
0,1063820,1159817,754225,354812,896991,1029910,340473
0,1162753,1247725,735131,391185,1021507,1163893,349392
0,1106866,1204802,691575,300463,1062552,1178587,283070
0,1014580,1097102,705349,334244,820744,960930,323383
0,971448,1073969,683521,363434,808137,934716,345943
0,1030775,1142979,757413,386520,907234,1053741,353191
0,1010257,1093699,609969,269462,959668,1099288,231937
0,1011699,1091110,659206,348390,917227,1055903,303305
0,971597,1043393,659548,339707,767190,896359,319411
0,1056273,1155709,664905,299788,979322,1092159,267462
0,1044591,1140847,672989,282145,992184,1106454,253870
0,1054909,1116103,611732,299061,970861,1091051,267891
0,1022711,1112349,701185,378071,848327,994798,360835
0,1039699,1124200,602642,302934,955897,1073414,266153
0,1066882,1162696,637654,298637,987496,1122626,273511
