1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2249,3,0,0,12,2,35,0,0,0,0,0,0,0,9271,36,5691775943,2327,36,35,80565654014
0,2480,3,0,0,9,2,16,1,0,0,0,0,0,0,9530,32,5752451113,2371,33,31,88693533820
0,2143,3,0,0,23,0,25,1,0,1,0,0,0,0,9482,26,5863790672,2538,32,30,75062068704
0,2802,3,3,3,34,3,12,1,0,0,0,0,0,0,9687,33,6235387465,2559,47,49,1.03E+11
0,2664,17,0,3,21,5,36,0,0,0,0,0,0,0,9548,38,5832582696,2539,40,41,94180227686
0,2116,16,1,7,8,5,27,1,0,0,0,0,0,0,9332,36,5779549144,2291,39,38,76884873296
0,2849,14,6,4,7,2,27,2,0,1,0,0,0,0,11461,36,6954109968,2949,58,61,1.02E+11
0,2367,0,0,4,5,0,3,2,0,0,0,0,0,0,8174,19,5041362626,2284,33,32,81113953310
0,2669,0,0,0,6,0,6,1,0,0,0,0,0,0,11702,44,7158931374,2997,41,42,95730530588
0,2784,0,0,0,31,0,6,2,0,1,0,0,0,6,9243,37,5982690707,2335,33,32,1.06E+11
0,2251,0,0,0,43,0,11,2,0,0,0,0,0,0,10146,48,6344509918,2435,48,47,84646693750
0,2218,3,0,1,20,1,8,0,0,0,0,0,0,0,8171,22,4995407427,2148,28,28,79925567542
0,2381,3,3,1,7,1,11,1,0,0,0,0,0,0,8871,29,5413503631,2347,41,43,77100739042
0,2844,3,3,1,5,1,6,2,0,1,0,0,0,0,10749,34,6505838362,2859,61,59,1.02E+11
0,2034,2,0,2,22,2,18,4,0,0,0,0,0,0,7306,26,4531205276,1994,40,40,70946115596
0,2246,2,0,2,28,2,15,0,0,0,0,0,0,0,9006,22,5441291172,2135,26,28,80434111282
0,2163,12,6,8,11,8,24,2,0,0,0,0,0,0,8744,29,5384816802,2269,48,48,76378912732
0,2159,12,1,6,7,6,26,2,63,1,0,0,0,0,9053,37,5521393804,2129,33,33,84993433414
0,2433,12,0,6,12,6,26,2,0,0,0,0,0,0,10003,33,6230359264,2551,46,45,89390446440
0,2562,2,0,0,8,0,17,1,0,0,0,0,0,0,9036,35,5778606721,2450,39,38,92460025594
0,2208,0,0,0,8,0,12,1,0,0,0,0,0,0,9322,34,5866168464,2341,37,39,83046996844
0,2228,0,0,0,13,0,12,1,0,1,0,0,0,0,8759,27,5345658508,2168,38,38,79815350572
0,2404,0,3,0,13,0,12,2,0,0,0,0,0,0,9124,38,5695732463,2310,52,52,89540130356
0,2626,0,1,0,13,0,2,1,0,0,0,0,0,0,10215,43,6375634415,2796,37,35,93134558382
0,2190,0,0,0,8,0,2,1,0,1,0,0,0,0,8678,26,5268775001,2193,39,40,76177628002
0,2643,2,0,2,24,2,4,2,0,0,0,0,0,0,10863,34,6750039750,2601,41,42,94992398468
0,2368,2,6,2,24,2,14,2,0,0,0,0,0,0,8203,36,4847986310,2149,39,39,83758927670
0,2568,2,0,2,22,2,14,1,0,0,0,0,0,0,10582,41,6649695223,2955,62,62,88572569858
0,2602,0,0,0,22,0,12,1,0,1,0,0,0,0,9021,31,5561854789,2348,32,32,91818910766
0,2081,0,1,0,26,0,2,3,0,0,0,0,0,0,9230,34,5710654365,2300,43,40,78189311774
0,2428,0,0,0,26,0,4,3,0,0,0,0,0,0,8305,28,5104570298,2184,30,32,90087006616
0,2546,0,0,0,10,0,4,0,0,0,0,0,0,0,9671,29,5961567127,2618,40,38,85362259464
0,2086,10,3,3,10,2,26,3,0,1,0,0,0,0,8330,22,5004332440,2056,30,30,70272102898
0,2268,10,0,3,6,2,24,1,0,0,0,0,0,0,8126,33,5132205700,2154,48,51,83854323480
0,2526,24,0,4,9,4,48,2,0,0,0,0,0,0,11471,46,7062792112,2767,53,52,95406606386
0,2788,19,0,5,8,3,41,1,0,0,0,0,0,0,9453,30,5886776129,2605,43,43,1.00E+11
0,2015,19,7,7,5,5,41,2,0,1,0,0,0,0,9932,40,6262132425,2320,43,41,76304508518
0,2541,5,0,6,7,3,26,2,0,0,0,0,0,0,9832,40,6256107362,2353,51,54,1.01E+11
0,2844,10,0,8,21,8,15,1,0,1,0,0,0,0,11062,44,6840974456,2959,66,63,1.01E+11
0,2876,10,0,6,28,6,15,5,0,1,0,0,0,0,9473,31,6122498314,2648,52,55,1.02E+11
0,2698,10,0,6,14,6,6,2,0,1,0,0,0,0,9711,24,6127676967,2778,60,60,86821976240
0,2456,0,1,0,3,0,7,3,0,0,0,0,0,0,9520,28,5888095885,2601,42,42,85767320746
0,3169,0,3,0,8,0,7,2,0,0,0,0,0,0,12099,45,7529705899,3153,54,52,1.08E+11
0,2490,0,0,0,15,0,7,3,0,0,0,0,0,0,8726,27,5287765980,2337,51,49,91479200840
0,2563,4,0,4,12,4,7,3,0,1,0,0,0,0,10854,35,6704987108,2738,49,53,88165230178
0,2568,4,0,4,21,4,7,2,0,1,0,0,0,0,10467,34,6604600134,2612,44,42,99633328492
0,2652,6,6,6,19,6,14,3,0,0,0,0,0,0,9593,50,6062694623,2651,68,61,95061391356
0,2525,2,1,2,10,2,12,1,0,0,0,0,0,0,8914,34,5529257315,2209,42,51,90143539790
0,2393,2,0,2,10,2,12,2,0,1,0,0,0,0,9957,40,6110740428,2552,43,42,86200409196
0,2251,4,0,4,55,4,18,1,0,0,0,0,0,0,9497,27,5452768523,2154,42,42,81402041284
0,2938,4,0,4,55,4,15,1,0,0,0,0,0,0,10400,32,6869040266,3080,41,40,1.03E+11
0,3000,6,0,4,3,4,28,1,0,0,0,0,0,0,11128,44,6831252132,2840,45,43,1.05E+11
0,2189,2,0,0,11,0,24,5,0,1,0,0,0,0,8258,23,5123084392,2158,39,38,81604911814
0,2515,2,4,0,14,0,25,1,0,0,0,0,0,0,10293,27,6188530831,2502,56,60,85854260592
0,2503,2,0,0,6,0,19,2,0,0,0,0,0,0,10138,42,6367895730,2623,44,45,94186463632
0,2421,2,0,2,7,2,10,2,0,0,0,0,0,0,8912,39,5711837166,2261,39,38,92379450774
0,1937,2,6,2,7,2,13,2,0,2,0,0,0,0,8205,26,5082013365,2003,39,38,75498778948
0,2814,2,0,2,5,2,7,3,0,0,0,0,0,0,10536,40,6507703077,2883,49,51,95566828232
0,2322,2,0,2,5,2,7,2,0,0,0,0,0,0,9587,38,5836700610,2461,46,42,81494233936
0,2282,2,0,2,8,2,4,2,0,0,0,0,0,1,8416,39,5254545318,2134,40,42,82739309238
0,2386,0,1,2,11,2,3,1,0,1,0,0,0,0,9207,36,5481086299,2303,38,39,86536754020
0,2524,2,3,2,8,2,10,3,0,0,0,0,0,0,9405,39,6086829808,2592,39,40,87560045518
0,2435,16,0,6,27,4,33,1,0,0,0,0,0,0,9567,38,5722318697,2443,47,45,85104213514
0,2263,26,0,6,30,6,48,0,0,1,0,0,0,0,9053,30,5701846238,2290,27,29,83928348336
0,2287,24,0,7,13,4,41,4,0,0,0,0,0,0,8313,32,5096231212,2168,37,37,78984105650
0,2317,11,0,4,9,3,25,0,0,0,0,0,0,6,9273,28,5690535583,2275,50,50,85969283136
0,2264,1,1,4,20,1,10,2,0,0,0,0,0,0,9098,32,5517977336,2322,39,36,82644618266
0,2478,1,6,1,22,1,10,2,0,1,0,0,0,0,9948,36,6179375962,2555,62,64,91540690284
0,2812,0,0,0,6,0,3,4,0,40,25,0,0,0,10552,37,6522041709,2748,41,42,93741775904
0,2664,3,0,9,1,5,3,1,0,1,0,0,3,0,9671,28,6038909698,2610,60,58,89609264098
0,2219,3,1,3,1,3,3,1,0,0,0,0,9,0,10063,31,6060505698,2660,34,32,78897602934
0,3134,3,0,3,6,3,3,1,0,0,0,0,0,0,10118,36,6320965792,2620,48,53,1.10E+11
0,2412,1,0,0,6,0,2,3,0,1,0,0,0,0,9921,38,6093298067,2604,44,43,87791333826
0,2554,1,0,0,8,0,2,1,0,0,0,0,0,0,9170,39,5819669112,2513,45,45,89778438222
0,2687,1,0,0,9,0,8,3,0,0,0,0,0,0,10325,40,6433293577,2542,35,35,99839633662
0,2364,0,4,0,19,0,8,1,0,1,0,0,0,0,10075,43,6515745436,2529,62,62,85393983480
0,3622,0,6,0,18,0,8,4,0,0,0,0,0,0,12343,53,7808793512,3642,75,73,1.21E+11
0,2593,2,0,2,13,2,9,0,0,0,0,0,0,0,9766,33,5818110995,2365,35,38,92424611736
0,2568,2,0,2,13,2,17,1,63,0,0,0,0,0,9621,41,6116678254,2792,48,46,89924374196
0,2215,4,0,2,11,4,18,4,0,1,0,0,0,0,8059,24,4927377093,2155,40,36,71602383886
0,2347,2,0,2,11,2,22,0,0,0,0,0,0,0,9237,28,5707772340,2320,35,40,89904813638
0,2324,2,1,2,33,2,21,3,0,0,0,0,0,0,9124,30,5466350696,2304,34,33,80883429080
0,2588,0,0,2,55,0,20,2,0,1,0,0,0,0,9993,44,6184963462,2635,47,49,90845733402
0,2073,0,0,0,37,0,14,1,0,0,0,0,0,0,9273,30,5961318922,2228,40,38,81380248626
0,2702,0,0,0,15,0,8,2,0,0,0,0,0,0,9601,36,5929632517,2462,39,41,98569665424
0,2653,0,3,0,3,0,8,2,0,0,0,0,0,0,10268,38,6306898429,2610,44,44,94277361994
0,2437,0,6,0,5,0,3,3,0,1,0,0,0,0,9238,37,5572526732,2541,59,57,84051646024
0,2854,10,1,5,10,4,32,1,0,0,0,0,0,0,10904,46,7012253268,2873,53,52,1.04E+11
0,2114,26,0,5,9,5,56,3,0,1,0,0,0,0,8338,25,5019192709,2002,38,39,75810491256
0,2034,28,0,11,11,8,58,0,0,0,0,0,0,0,8362,37,5351477928,2139,39,41,78003140634
0,2203,21,0,7,10,5,38,2,0,0,0,0,0,0,9304,33,5611923711,2256,42,38,85747365938
0,2595,5,0,7,3,4,14,0,0,1,0,0,0,0,10259,25,6342793924,2728,37,38,86911118212
0,2856,3,0,1,3,1,12,2,0,0,0,0,0,0,10810,37,6688875226,2780,43,46,1.03E+11
0,2779,0,1,0,26,0,2,1,0,0,0,0,0,0,9917,28,6091347409,2642,49,47,91947400336
0,2479,0,0,0,26,0,4,2,0,0,0,0,0,0,9746,36,6064571963,2314,39,41,97814202336
0,2791,0,0,0,11,0,11,1,0,1,0,0,0,0,11548,36,7168235494,3195,55,55,98620627270
0,2389,0,9,0,12,0,11,1,0,0,0,0,0,0,7957,33,4925710016,2057,59,51,85005696262
0,2324,0,0,0,12,0,9,1,0,0,0,0,0,0,9549,33,5757687182,2426,35,42,77893947038
0,2463,2,0,2,17,2,4,4,0,1,0,0,0,0,10033,42,5953332225,2569,41,41,89020860580
0,2661,2,1,2,11,2,10,1,0,0,0,0,0,0,9327,28,5920428136,2441,48,47,95620958318
0,2460,2,0,2,5,2,10,2,0,0,0,0,0,0,9844,40,6265699504,2647,43,41,89273917712
0,2250,10,0,6,21,6,12,1,0,0,0,0,0,0,9008,37,5464534206,2133,26,30,82327081464
0,2435,10,0,6,43,6,6,3,0,2,0,0,0,0,9673,32,5919280073,2640,39,38,84331531826
0,2756,10,0,6,32,6,6,3,0,1,0,0,0,0,9919,28,6070044482,2626,43,43,95078379708
0,2173,0,0,0,10,0,2,2,0,0,0,0,0,0,8501,30,5218935019,2066,40,41,76283881916
0,2432,0,0,0,24,0,22,2,0,1,0,0,0,0,8798,37,5583486430,2411,36,35,88353870802
0,2295,2,7,0,25,0,22,3,0,0,0,0,0,0,9617,36,5973667807,2516,64,64,80773086918
0,2082,2,0,2,1,2,2,0,0,1,0,0,3,0,9483,28,5803426432,2308,25,28,75074970784
0,2640,2,0,2,0,2,2,0,0,0,0,0,5,0,10377,39,6389375905,2808,39,41,92828965186
0,2562,0,1,0,0,0,0,1,0,0,0,0,10,0,9615,30,5849713313,2514,31,29,88226728578
0,2915,0,9,0,6,0,0,1,0,1,0,0,0,0,11189,41,6922394479,2934,62,63,98389530732
0,2565,1,0,0,6,0,2,4,0,1,0,0,0,0,8944,27,5586129898,2409,50,49,95272654524
0,2361,4,3,0,122,0,3,2,0,7,7,0,0,0,9289,35,5716508918,2412,41,42,83472659452
0,2978,25,0,2,122,4,46,1,0,0,0,0,0,0,11539,37,6955462458,2961,36,35,1.03E+11
0,2473,24,1,7,18,4,127,1,0,1,0,0,0,0,10455,30,6463424672,2798,39,41,83765671382
0,2634,21,0,7,18,4,126,4,0,1,0,0,0,0,8877,41,5636209891,2244,51,51,99075869442
0,1996,0,0,5,19,0,89,1,0,0,0,0,0,0,8429,21,4999331171,1890,30,29,71527030886
0,2297,2,0,2,19,2,23,0,0,0,0,0,0,0,10258,37,6356748007,2608,42,43,80991577794
0,2934,2,0,2,5,2,23,3,0,1,0,0,0,0,10144,54,6619533722,2749,47,43,1.15E+11
0,2479,2,0,2,5,2,17,1,0,0,0,0,0,0,9356,36,5784035690,2531,47,50,84789208850
0,2565,17,4,8,24,7,23,2,0,0,0,0,0,0,9870,25,5982758763,2658,46,45,89664864152
0,2713,17,0,8,25,7,23,1,0,0,0,0,0,0,9821,30,6062210177,2532,35,36,93806337470
0,2201,17,0,8,17,7,23,3,0,1,0,0,0,0,9251,29,5707134769,2285,46,46,81090757204
0,2279,0,3,0,16,0,3,2,0,0,0,0,0,0,8398,29,5182464854,2323,39,37,78731207792
0,2916,0,0,0,9,0,3,1,0,0,0,0,0,0,11457,40,7146131428,2991,39,41,1.04E+11
0,2346,0,0,0,9,0,3,2,0,1,0,0,0,0,9045,31,5518227483,2260,36,36,83535478750
0,2579,3,1,1,8,1,21,2,0,0,0,0,0,0,9652,32,5993164257,2513,41,41,93226312592
0,2521,5,0,3,13,3,23,3,0,0,0,0,0,0,10953,40,6851284985,2767,41,40,93487341088
0,2913,7,0,3,11,5,34,0,0,0,0,0,0,0,9999,38,6368890321,2667,44,46,1.08E+11
0,2358,4,3,4,6,4,16,2,0,1,0,0,0,0,10198,26,6217592681,2660,37,36,79075406398
0,2676,4,6,2,8,4,15,1,0,0,0,0,0,0,9669,34,5892645287,2411,49,41,98892508100
0,2447,2,0,4,19,2,4,3,0,0,0,0,0,6,9723,30,5890223320,2531,33,42,85685546648
0,2407,5,1,3,36,3,10,1,0,0,0,0,0,0,9034,41,5749977080,2392,48,45,85823636668
0,2453,3,0,3,25,1,9,3,0,1,0,0,0,0,9861,27,5987069891,2589,33,35,85798778848
0,2951,3,3,1,12,1,9,0,0,0,0,0,0,0,11583,46,7258768062,3021,47,46,1.00E+11
0,2676,0,0,0,12,0,7,0,0,0,0,0,0,0,9987,45,6200034041,2375,46,46,99804980802
0,2621,0,0,0,14,0,7,3,0,1,0,0,0,0,9340,31,5730181540,2621,32,32,92253365016
0,2771,0,0,0,14,0,15,0,0,0,0,0,0,0,10294,30,6424794916,2724,46,47,97916504814
0,2534,2,1,2,19,2,13,3,0,0,0,0,0,0,9830,34,6160442670,2550,42,43,91152003236
0,2648,2,3,2,19,2,13,3,0,4,0,0,1,0,10253,40,6383040789,2646,50,46,97851727398
0,2273,2,0,2,5,2,10,3,0,1,0,0,0,0,10435,42,6571852657,2610,43,46,84938636204
0,3315,8,0,4,5,4,10,0,0,0,0,0,0,0,12071,36,7503290654,3207,55,56,1.18E+11
0,2366,8,0,4,8,4,18,1,0,0,0,0,0,0,8302,29,4961041901,2157,32,30,83486946346
0,2242,15,0,6,9,5,17,2,0,1,0,0,0,0,8983,30,5646085294,2310,33,32,80920469990
0,2481,9,1,2,26,1,34,2,0,0,0,0,0,0,8713,34,5413882820,2289,32,35,88330008204
0,2326,9,3,2,25,1,26,1,0,0,0,0,0,0,10157,34,6251772487,2492,48,47,84985680238
0,2238,2,0,0,19,0,31,1,0,0,0,0,0,0,8838,38,5577146642,2237,32,32,84351542016
0,3417,0,0,0,22,0,11,2,0,1,0,0,0,0,12946,43,8279540697,3480,59,56,1.24E+11
0,2326,0,0,0,6,0,11,2,0,0,0,0,0,0,9880,32,6046717229,2302,40,43,86808357348
0,2625,2,10,0,3,2,4,2,0,0,0,0,0,0,9502,46,5942002085,2630,43,43,94790204904
0,2419,2,0,2,43,2,11,2,0,1,0,0,0,0,9858,39,6131945188,2324,42,43,94131851764
0,2125,2,0,2,43,2,11,3,0,0,0,0,0,0,9156,39,5865970254,2275,49,48,82252108298
0,2470,2,0,2,3,2,10,0,0,0,0,0,0,1,8693,37,5460262502,2130,30,30,92233351984
0,2060,12,0,5,3,4,24,1,0,0,0,0,0,0,8997,34,5638038056,2280,32,33,76951673628
0,2285,12,0,5,11,4,24,2,0,1,0,0,0,0,8944,37,5530339652,2247,35,34,84573087786
0,1983,10,0,5,11,2,23,2,0,0,0,0,0,0,7855,27,4814241855,1989,28,29,74050514968
0,1917,0,4,0,22,0,3,1,0,0,0,0,0,0,7693,30,4768923584,1936,44,43,72171632584
0,1967,0,0,0,22,0,3,2,0,0,0,0,0,0,8532,34,5300896501,2027,36,34,74906764884
0,2296,1,0,1,15,1,8,2,0,1,0,0,0,0,9111,23,5679158601,2283,33,34,80500475134
0,2393,1,0,1,26,1,7,1,0,0,0,0,0,0,8675,35,5566292210,2249,37,39,94269823710
